Group,Scenario,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,Value Type,Value,1st centile,5th centile,25th centile,75th centile,95th centile,99th centile
LSHTM,Forecast,2,4,2020,11,4,2020,South East,hospital_adm,427.10743801652893,0,20.41322314049587,241.81818181818184,662.6446280991736,1216.706611570247,2448.6132231404977
LSHTM,Forecast,2,4,2020,12,4,2020,South East,hospital_adm,441.23966942148763,0,4.161157024793398,229.25619834710744,720.7438016528926,1428.1404958677688,3034.504132231405
LSHTM,Forecast,2,4,2020,13,4,2020,South East,hospital_adm,449.0909090909091,0,0,217.4793388429752,767.8512396694215,1642.2438016528918,3675.0553719008294
LSHTM,Forecast,2,4,2020,14,4,2020,South East,hospital_adm,464.00826446280996,0,0,205.70247933884298,845.5785123966942,1868.9090909090892,4340.071074380175
LSHTM,Forecast,2,4,2020,15,4,2020,South East,hospital_adm,475.7851239669422,0,0,193.53305785123968,902.5,2197.326446280991,5245.978512396696
LSHTM,Forecast,2,4,2020,16,4,2020,South East,hospital_adm,479.71074380165294,0,0,183.71900826446281,974.3388429752067,2471.3347107438008,6154.194214876043
LSHTM,Forecast,2,4,2020,17,4,2020,South East,hospital_adm,486.7768595041323,0,0,161.73553719008265,1044.2148760330579,2866.3305785123935,7373.319008264474
LSHTM,Forecast,2,4,2020,4,4,2020,South West,hospital_adm,111.09411764705882,0,43.43529411764706,86.03529411764706,139.49411764705883,194.41470588235293,341.05058823529504
LSHTM,Forecast,2,4,2020,5,4,2020,South West,hospital_adm,120.28235294117647,0,28.400000000000002,86.87058823529412,158.7058823529412,233.04705882352943,413.1782352941181
LSHTM,Forecast,2,4,2020,6,4,2020,South West,hospital_adm,127.80000000000001,0,15.035294117647059,86.03529411764706,173.74117647058824,273.1411764705882,500.0070588235313
LSHTM,Forecast,2,4,2020,7,4,2020,South West,hospital_adm,134.4823529411765,0,0.2088235294117647,81.85882352941177,192.11764705882354,319.7088235294118,615.1941176470605
LSHTM,Forecast,2,4,2020,8,4,2020,South West,hospital_adm,137.82352941176472,0,0,76.01176470588236,209.65882352941176,377.5529411764706,743.0358823529443
LSHTM,Forecast,2,4,2020,9,4,2020,South West,hospital_adm,140.3294117647059,0,0,66.82352941176471,230.54117647058825,442.7058823529412,956.9547058823534
LSHTM,Forecast,2,4,2020,10,4,2020,South West,hospital_adm,144.50588235294117,0,0,60.976470588235294,252.25882352941179,514.3323529411764,1199.9000000000046
LSHTM,Forecast,2,4,2020,11,4,2020,South West,hospital_adm,144.50588235294117,0,0,51.78823529411765,274.81176470588235,628.9764705882353,1535.5211764705891
LSHTM,Forecast,2,4,2020,12,4,2020,South West,hospital_adm,143.67058823529413,0,0,45.10588235294118,296.32058823529417,737.564705882353,1906.4335294117764
LSHTM,Forecast,2,4,2020,13,4,2020,South West,hospital_adm,145.75882352941176,0,0,35.91764705882353,321.5882352941177,907.7558823529412,2454.344705882354
LSHTM,Forecast,2,4,2020,14,4,2020,South West,hospital_adm,147.8470588235294,0,0,27.564705882352943,351.6588235294118,1053.5147058823532,3042.7258823529437
LSHTM,Forecast,2,4,2020,15,4,2020,South West,hospital_adm,138.65882352941176,0,0,20.04705882352941,375.0470588235294,1283.0117647058823,3831.619411764708
LSHTM,Forecast,2,4,2020,16,4,2020,South West,hospital_adm,133.64705882352942,0,0,14.200000000000001,405.11764705882354,1513.9705882352941,4850.8452941176765
LSHTM,Forecast,2,4,2020,17,4,2020,South West,hospital_adm,131.9764705882353,0,0,10.858823529411765,436.65,1823.0294117647059,6350.9082352941605
LSHTM,Forecast,2,4,2020,4,4,2020,Tayside,hospital_adm,26.948497854077253,0,8.291845493562231,19.34763948497854,36.622317596566525,59.42489270386266,97.42918454935622
LSHTM,Forecast,2,4,2020,5,4,2020,Tayside,hospital_adm,31.094420600858367,0,6.218884120171674,20.03862660944206,44.223175965665234,75.3175965665236,133.25686695279057
LSHTM,Forecast,2,4,2020,6,4,2020,Tayside,hospital_adm,36.622317596566525,0,2.8675965665236287,22.802575107296136,55.27896995708154,100.88412017167381,194.83763948497872
LSHTM,Forecast,2,4,2020,7,4,2020,Tayside,hospital_adm,41.45922746781116,0,0,23.493562231759654,64.95278969957081,127.83261802575107,244.56798283261836
LSHTM,Forecast,2,4,2020,8,4,2020,Tayside,hospital_adm,44.91416309012875,0,0,23.493562231759654,74.62660944206009,151.3261802575107,320.49364806867055
LSHTM,Forecast,2,4,2020,9,4,2020,Tayside,hospital_adm,46.98712446351931,0,0,22.111587982832617,84.99141630901288,187.25751072961373,380.7339055793991
LSHTM,Forecast,2,4,2020,10,4,2020,Tayside,hospital_adm,50.44206008583691,0,0,20.03862660944206,97.42918454935622,234.0373390557932,514.6403004291858
LSHTM,Forecast,2,4,2020,11,4,2020,Tayside,hospital_adm,53.20600858369099,0,0,19.34763948497854,113.32188841201716,289.4199570815447,723.4220600858372
LSHTM,Forecast,2,4,2020,12,4,2020,Tayside,hospital_adm,55.96995708154506,0,0,16.583690987124463,125.7596566523605,357.82768240343313,1002.6914163090181
LSHTM,Forecast,2,4,2020,13,4,2020,Tayside,hospital_adm,58.04291845493562,0,0,13.819742489270386,147.1802575107296,455.1532188841194,1238.7118884120193
LSHTM,Forecast,2,4,2020,14,4,2020,Tayside,hospital_adm,60.11587982832618,0,0,11.746781115879827,163.76394849785407,566.6094420600858,1571.0352360515044
LSHTM,Forecast,2,4,2020,15,4,2020,Tayside,hospital_adm,61.497854077253216,0,0,10.36480686695279,184.49356223175965,692.2654506437764,2236.552575107309
LSHTM,Forecast,2,4,2020,16,4,2020,Tayside,hospital_adm,64.2618025751073,0,0,7.600858369098712,207.29613733905578,864.9085836909862,2981.056652360543
LSHTM,Forecast,2,4,2020,17,4,2020,Tayside,hospital_adm,62.188841201716734,0,0,5.527896995708154,236.3175965665236,1082.0858369098712,4338.293562231781
LSHTM,Forecast,2,4,2020,4,4,2020,Wales,hospital_adm,146.4892703862661,0,35.931330472103,111.2489270386266,188.63948497854076,297.1244635193133,452.36854077253224
LSHTM,Forecast,2,4,2020,5,4,2020,Wales,hospital_adm,152.01716738197425,0,13.819742489270386,103.64806866952789,205.91416309012874,334.67961373390585,506.2655364806867
LSHTM,Forecast,2,4,2020,6,4,2020,Wales,hospital_adm,154.0901287553648,0,0,94.14699570815449,221.11587982832617,382.8068669527897,609.4575536480688
LSHTM,Forecast,2,4,2020,7,4,2020,Wales,hospital_adm,154.0901287553648,0,0,87.75536480686695,233.55364806866953,431.86695278969955,695.6305579399149
LSHTM,Forecast,2,4,2020,8,4,2020,Wales,hospital_adm,153.39914163090128,0,0,76.69957081545064,245.99141630901286,478.85407725321886,818.156394849786
LSHTM,Forecast,2,4,2020,9,4,2020,Wales,hospital_adm,147.87124463519314,0,0,63.57081545064378,256.3562231759657,546.8126609442062,973.8357939914163
LSHTM,Forecast,2,4,2020,10,4,2020,Wales,hospital_adm,144.41630901287553,0,0,51.133047210300425,266.72103004291847,606.4793991416313,1184.8148927038626
LSHTM,Forecast,2,4,2020,11,4,2020,Wales,hospital_adm,137.50643776824035,0,0,39.3862660944206,277.08583690987126,673.7124463519312,1333.4047639484984
LSHTM,Forecast,2,4,2020,12,4,2020,Wales,hospital_adm,127.83261802575107,0,0,29.71244635193133,283.3047210300429,755.7326180257514,1592.0619742489275
LSHTM,Forecast,2,4,2020,13,4,2020,Wales,hospital_adm,118.84978540772532,0,0,22.111587982832617,287.96888412017165,862.3519313304721,1926.5550214592295
LSHTM,Forecast,2,4,2020,14,4,2020,Wales,hospital_adm,109.86695278969957,0,0,15.201716738197424,288.14163090128756,959.3319742489272,2322.6495708154507
LSHTM,Forecast,2,4,2020,15,4,2020,Wales,hospital_adm,97.77467811158797,0,0,7.600858369098712,286.7596566523605,1046.8800429184557,2802.93399141631
LSHTM,Forecast,2,4,2020,16,4,2020,Wales,hospital_adm,87.06437768240343,0,0,4.145922746781116,286.068669527897,1157.6452789699574,3483.777424892715
LSHTM,Forecast,2,4,2020,17,4,2020,Wales,hospital_adm,78.7725321888412,0,0,2.763948497854077,288.65987124463516,1285.9270386266094,3979.215193133048
