Group,Scenario,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,Value Type,Model,Value,1st centile,5th centile,25th centile,75th centile,95th centile,99th centile
LSHTM,Forecast,8,4,2020,12,4,2020,North West,hosp_inc,Branching process,298,0,0,176,440,759,1109.0400000000009
LSHTM,Forecast,8,4,2020,13,4,2020,North West,hosp_inc,Branching process,260,0,0,116,431.25,816.0499999999993,1267.0200000000004
LSHTM,Forecast,8,4,2020,14,4,2020,North West,hosp_inc,Branching process,224,0,0,67,413,867.0999999999985,1427.0100000000002
LSHTM,Forecast,8,4,2020,15,4,2020,North West,hosp_inc,Branching process,179,0,0,6,390,911.0999999999985,1673.0300000000007
LSHTM,Forecast,8,4,2020,16,4,2020,North West,hosp_inc,Branching process,138,0,0,0,357.25,960.0999999999985,1969.2000000000044
LSHTM,Forecast,8,4,2020,17,4,2020,North West,hosp_inc,Branching process,103,0,0,0,337,1043,2146.050000000001
LSHTM,Forecast,8,4,2020,18,4,2020,North West,hosp_inc,Branching process,74,0,0,0,312,1086,2567.100000000002
LSHTM,Forecast,8,4,2020,19,4,2020,North West,hosp_inc,Branching process,45,0,0,0,280.25,1174.2499999999964,3097.050000000001
LSHTM,Forecast,8,4,2020,20,4,2020,North West,hosp_inc,Branching process,24,0,0,0,252,1244,3847.600000000013
LSHTM,Forecast,8,4,2020,21,4,2020,North West,hosp_inc,Branching process,8,0,0,0,233,1366.0499999999993,5111.370000000008
LSHTM,Forecast,8,4,2020,22,4,2020,North West,hosp_inc,Branching process,0,0,0,0,203,1420.2499999999964,6045.570000000034
LSHTM,Forecast,8,4,2020,9,4,2020,South East,hosp_inc,Branching process,296,179.99,216,264,330,392.0499999999993,542
LSHTM,Forecast,8,4,2020,10,4,2020,South East,hosp_inc,Branching process,290,135,188,249,333,412.0499999999993,596.0400000000009
LSHTM,Forecast,8,4,2020,11,4,2020,South East,hosp_inc,Branching process,281,84.99000000000001,154,232,331,430,655.0200000000004
LSHTM,Forecast,8,4,2020,12,4,2020,South East,hosp_inc,Branching process,270,49.98000000000002,129,216,328,449.0499999999993,717.0100000000002
LSHTM,Forecast,8,4,2020,13,4,2020,South East,hosp_inc,Branching process,257,0,95,196,323,456,787.0200000000004
LSHTM,Forecast,8,4,2020,14,4,2020,South East,hosp_inc,Branching process,243,0,63,176,316,472,842
LSHTM,Forecast,8,4,2020,15,4,2020,South East,hosp_inc,Branching process,227,0,38,159,303,469,887.0100000000002
LSHTM,Forecast,8,4,2020,16,4,2020,South East,hosp_inc,Branching process,211,0,18,135,293,482.0499999999993,941.0200000000004
LSHTM,Forecast,8,4,2020,17,4,2020,South East,hosp_inc,Branching process,189,0,0,114,275,484.0499999999993,987.0400000000009
LSHTM,Forecast,8,4,2020,18,4,2020,South East,hosp_inc,Branching process,172,0,0,94,262,491,1130.0100000000002
LSHTM,Forecast,8,4,2020,19,4,2020,South East,hosp_inc,Branching process,152,0,0,75,241,488,1147
LSHTM,Forecast,8,4,2020,20,4,2020,South East,hosp_inc,Branching process,134,0,0,57,227,492.0499999999993,1124.090000000002
LSHTM,Forecast,8,4,2020,21,4,2020,South East,hosp_inc,Branching process,115,0,0,45,209,480.0499999999993,1326.050000000001
LSHTM,Forecast,8,4,2020,22,4,2020,South East,hosp_inc,Branching process,96,0,0,27,190,487,1386
LSHTM,Forecast,8,4,2020,9,4,2020,South West,hosp_inc,Branching process,110,21,53,88,134,195,289
LSHTM,Forecast,8,4,2020,10,4,2020,South West,hosp_inc,Branching process,107,0,26,77,142,227,362
LSHTM,Forecast,8,4,2020,11,4,2020,South West,hosp_inc,Branching process,103,0,0,66,148,262,472.0100000000002
LSHTM,Forecast,8,4,2020,12,4,2020,South West,hosp_inc,Branching process,97,0,0,52,152,300,600.0100000000002
LSHTM,Forecast,8,4,2020,13,4,2020,South West,hosp_inc,Branching process,93,0,0,40,155,330,728.0200000000004
LSHTM,Forecast,8,4,2020,14,4,2020,South West,hosp_inc,Branching process,87,0,0,26,159,382,934.0100000000002
LSHTM,Forecast,8,4,2020,15,4,2020,South West,hosp_inc,Branching process,80,0,0,14,163,442.0499999999993,1232.1500000000033
LSHTM,Forecast,8,4,2020,16,4,2020,South West,hosp_inc,Branching process,74,0,0,2,164,512,1558.0400000000009
LSHTM,Forecast,8,4,2020,17,4,2020,South West,hosp_inc,Branching process,63,0,0,0,165,575,2070.0800000000017
LSHTM,Forecast,8,4,2020,18,4,2020,South West,hosp_inc,Branching process,58,0,0,0,168,650,2689.3100000000068
LSHTM,Forecast,8,4,2020,19,4,2020,South West,hosp_inc,Branching process,51,0,0,0,169,793.0499999999993,4159.360000000008
LSHTM,Forecast,8,4,2020,20,4,2020,South West,hosp_inc,Branching process,48,0,0,0,174,967,4610.300000000007
LSHTM,Forecast,8,4,2020,21,4,2020,South West,hosp_inc,Branching process,41,0,0,0,171,1071,8096.150000000025
LSHTM,Forecast,8,4,2020,22,4,2020,South West,hosp_inc,Branching process,33,0,0,0,173,1257.0999999999985,10174.360000000008
