Group,Scenario,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,Value Type,Value,1st centile,5th centile,25th centile,75th centile,95th centile,99th centile
LSHTM,Forecast,5,4,2020,11,4,2020,North East and Yorkshire,hospital_adm,704,0,128.8,454,1004,1799,3898.4400000000005
LSHTM,Forecast,5,4,2020,12,4,2020,North East and Yorkshire,hospital_adm,741,0,97,454,1115,2062.399999999998,4679.600000000008
LSHTM,Forecast,5,4,2020,13,4,2020,North East and Yorkshire,hospital_adm,781,0,64,453,1236,2391.5999999999967,5466.120000000012
LSHTM,Forecast,5,4,2020,14,4,2020,North East and Yorkshire,hospital_adm,825,0,36.80000000000001,450,1368,2818,6250.680000000011
LSHTM,Forecast,5,4,2020,15,4,2020,North East and Yorkshire,hospital_adm,859,0,16.80000000000001,433,1499,3273,7584.400000000005
LSHTM,Forecast,5,4,2020,16,4,2020,North East and Yorkshire,hospital_adm,898,0,4,422,1636,3808,9124.320000000014
LSHTM,Forecast,5,4,2020,17,4,2020,North East and Yorkshire,hospital_adm,935,0,0,400,1782,4413,11052.320000000002
LSHTM,Forecast,5,4,2020,18,4,2020,North East and Yorkshire,hospital_adm,969,0,0,382,1945,5153.399999999998,13434.68000000005
LSHTM,Forecast,5,4,2020,5,4,2020,North West,hospital_adm,453,77.81,234,369,554,799.9499999999998,1335.3300000000036
LSHTM,Forecast,5,4,2020,6,4,2020,North West,hospital_adm,503,9.240000000000009,202,384,635,963.9499999999998,1668.4200000000092
LSHTM,Forecast,5,4,2020,7,4,2020,North West,hospital_adm,548,0,151.05,395,725,1139.9499999999998,2155
LSHTM,Forecast,5,4,2020,8,4,2020,North West,hospital_adm,585,0,104,401,815,1337,2619.21000000003
LSHTM,Forecast,5,4,2020,9,4,2020,North West,hospital_adm,625,0,43.05000000000001,387,901,1587.9499999999998,3116.380000000001
LSHTM,Forecast,5,4,2020,10,4,2020,North West,hospital_adm,657,0,1,375,999,1865.9499999999998,3682.5100000000148
LSHTM,Forecast,5,4,2020,11,4,2020,North West,hospital_adm,690,0,0,354,1123,2249.8499999999995,4575.01000000004
LSHTM,Forecast,5,4,2020,12,4,2020,North West,hospital_adm,723.5,0,0,336,1237.75,2706.8999999999996,5668.660000000007
LSHTM,Forecast,5,4,2020,13,4,2020,North West,hospital_adm,756,0,0,314,1376,3221,7047.01000000004
LSHTM,Forecast,5,4,2020,14,4,2020,North West,hospital_adm,774.5,0,0,283.25,1522,3961.5999999999985,8885.180000000011
LSHTM,Forecast,5,4,2020,15,4,2020,North West,hospital_adm,794.5,0,0,247,1686,4680.9,11078.570000000002
LSHTM,Forecast,5,4,2020,16,4,2020,North West,hospital_adm,807,0,0,223,1842,5560.799999999999,13871.990000000062
LSHTM,Forecast,5,4,2020,17,4,2020,North West,hospital_adm,814,0,0,194,1998.75,6742.3999999999905,17594.47000000001
LSHTM,Forecast,5,4,2020,18,4,2020,North West,hospital_adm,808,0,0,161,2207.25,8109.549999999995,21995.80000000006
LSHTM,Forecast,5,4,2020,5,4,2020,South East,hospital_adm,346,172,238,303,398,539.6999999999989,810.1399999999994
LSHTM,Forecast,5,4,2020,6,4,2020,South East,hospital_adm,373,150,236,320,435.5,607.6999999999989,958.8199999999924
LSHTM,Forecast,5,4,2020,7,4,2020,South East,hospital_adm,391,132,228,329,466,678,1166.1199999999953
LSHTM,Forecast,5,4,2020,8,4,2020,South East,hospital_adm,408,91,215,334,499,749.6999999999989,1327.1199999999953
LSHTM,Forecast,5,4,2020,9,4,2020,South East,hospital_adm,429,59.72,199,339.5,536,835.6999999999989,1488.679999999993
LSHTM,Forecast,5,4,2020,10,4,2020,South East,hospital_adm,451,35.86,186,347,573,918,1720.699999999997
LSHTM,Forecast,5,4,2020,11,4,2020,South East,hospital_adm,472,0.8599999999999994,167.3,350,615,1025.699999999999,1910.1199999999953
LSHTM,Forecast,5,4,2020,12,4,2020,South East,hospital_adm,486,0,147,349,654,1120,2141.1399999999994
LSHTM,Forecast,5,4,2020,13,4,2020,South East,hospital_adm,503,0,126,347,696,1252.699999999999,2396.959999999992
LSHTM,Forecast,5,4,2020,14,4,2020,South East,hospital_adm,519,0,102,338,746,1390,2767.7999999999884
LSHTM,Forecast,5,4,2020,15,4,2020,South East,hospital_adm,533,0,85,335.5,789,1558,3040.279999999999
LSHTM,Forecast,5,4,2020,16,4,2020,South East,hospital_adm,547,0,69,328,832,1730.699999999999,3643.4799999999814
LSHTM,Forecast,5,4,2020,17,4,2020,South East,hospital_adm,562,0,57.30000000000001,323,884,1944.699999999999,4043.959999999992
LSHTM,Forecast,5,4,2020,18,4,2020,South East,hospital_adm,571,0,38,306,937,2128.399999999998,4716.239999999991
LSHTM,Forecast,5,4,2020,5,4,2020,South West,hospital_adm,124,0,40,92,161,247,383.3099999999995
LSHTM,Forecast,5,4,2020,6,4,2020,South West,hospital_adm,126,0,16,85,173,282,452.3099999999995
LSHTM,Forecast,5,4,2020,7,4,2020,South West,hospital_adm,127,0,0,76,183,310,544.3099999999995
LSHTM,Forecast,5,4,2020,8,4,2020,South West,hospital_adm,128,0,0,72,194,354,651.4799999999959
LSHTM,Forecast,5,4,2020,9,4,2020,South West,hospital_adm,127,0,0,62,205,404,747.619999999999
LSHTM,Forecast,5,4,2020,10,4,2020,South West,hospital_adm,122,0,0,49,218,468.5499999999993,922.5499999999975
LSHTM,Forecast,5,4,2020,11,4,2020,South West,hospital_adm,119.5,0,0,42,229,537.5499999999993,1099.859999999997
LSHTM,Forecast,5,4,2020,12,4,2020,South West,hospital_adm,115,0,0,31,239,610.0999999999985,1299.9299999999985
LSHTM,Forecast,5,4,2020,13,4,2020,South West,hospital_adm,110,0,0,23,254,701,1610
LSHTM,Forecast,5,4,2020,14,4,2020,South West,hospital_adm,103,0,0,17,265,827.0999999999985,1937.0599999999868
LSHTM,Forecast,5,4,2020,15,4,2020,South West,hospital_adm,95,0,0,12,278,959.6499999999978,2219.579999999991
LSHTM,Forecast,5,4,2020,16,4,2020,South West,hospital_adm,89,0,0,8,290,1101.6499999999978,2787.849999999982
LSHTM,Forecast,5,4,2020,17,4,2020,South West,hospital_adm,83,0,0,3,301,1264.199999999997,3418.339999999993
LSHTM,Forecast,5,4,2020,18,4,2020,South West,hospital_adm,76,0,0,1,316,1504,4136.859999999997
